node1,node2,experimental
PIK3CG,ITK,0.104
PIK3CG,PIK3CD,0.282
PIK3CG,PRKCZ,0.104
PIK3CG,SYK,0.317
PIK3CG,JAK2,0.104
PIM1,CDKN1B,0.29
PIM1,MDM2,0.487
PIM1,CDC25A,0.548
PIM1,CDC25C,0.151
PIM1,PPP2CA,0.367
PIM1,PIM2,0.105
PIM2,FLT3,0
PIM2,MDM2,0.27
PIM2,BCL2L1,0
PIM2,CDC25A,0.151
PIM2,CDC25C,0.151
PIM2,MTOR,0.175
PIM2,CDK9,0
PIM2,PIM1,0.105
PIM2,JAK2,0.136
PIM3,BCL2L1,0
PIM3,CDC25A,0.151
PIM3,CDC25C,0.151
PLA2G2A,MAPK1,0
PLA2G2A,MAPK3,0
PLA2G2A,IL1B,0
PLA2G2A,PTGES,0
PLA2G2A,PTGS2,0
PLA2G2A,ALOX5,0
PLA2G2A,F10,0
PLA2G2A,TBXAS1,0
PPARD,MDM2,0.427
PPARD,CREBBP,0.355
PPARD,ERBB2,0.102
PPARD,FASN,0
PPARD,JUN,0.066
PPARD,PTGS2,0.056
PPARD,HDAC1,0.505
PPARD,HDAC2,0.646
PPARG,MAPK1,0.699
PPARG,RPS6KB1,0.068
PPARG,MAPK14,0.104
PPARG,NR3C1,0.27
PPARG,SIRT2,0.078
PPARG,PER2,0.116
PPARG,MDM2,0.282
PPARG,PDGFRB,0.057
PPARG,CREBBP,0.974
PPARG,MAPK3,0.104
PPARG,IL1B,0
PPARG,SLC5A4,0
PPARG,CDK2,0.057
PPARG,IGF1R,0.077
PPARG,ERBB2,0.102
PPARG,REN,0.056
PPARG,WNT3A,0
PPARG,NTRK1,0.077
PPARG,CASP8,0.06
PPARG,PRKCE,0.056
PPARG,TERT,0
PPARG,PTGES,0
PPARG,CASP1,0.06
PPARG,BCL2L1,0.057
PPARG,ADRB2,0.056
PPARG,BRAF,0.102
PPARG,JAK2,0.077
PPARG,SLC5A2,0
PPARG,CYP19A1,0.073
PPARG,IKBKB,0.077
PPARG,INSR,0.077
PPARG,HSP90AB1,0.089
PPARG,NOS2,0.067
PPARG,MAPK8,0.213
PPARG,PTPN1,0.069
PPARG,PRKCA,0.27
PPARG,HMGCR,0
PPARG,DPP4,0.078
PPARG,RET,0.057
PPARG,GSK3B,0.077
PPARG,CASP3,0.06
PPARG,CDK8,0.138
PPARG,CFD,0
PPARG,ALOX5,0
PPARG,ADRB3,0.056
PPARG,SYK,0.077
PPARG,SRC,0.077
PPARG,HDAC2,0.078
PPARG,FASN,0
PPARG,MAP2K1,0.501
PPARG,PTGS2,0.056
PPARG,EIF2AK3,0
PPARG,HDAC1,0.505
PPARG,HSD11B1,0.057
PPARG,MTOR,0.061
PPARG,JUN,0.066
PPP1CC,MAPK1,0.366
PPP1CC,AURKA,0.546
PPP1CC,PER2,0.138
PPP1CC,MAPK3,0.168
PPP1CC,CDK2,0.312
PPP1CC,BRAF,0.117
PPP1CC,LRRK2,0.342
PPP1CC,INSR,0.117
PPP1CC,PRKCE,0.147
PPP1CC,AURKB,0.519
PPP1CC,GYS1,0.81
PPP1CC,CDC25C,0.182
PPP1CC,GSK3B,0.435
PPP1CC,HDAC6,0.308
PPP1CC,CHEK1,0.101
PPP1CC,HDAC2,0.119
PPP1CC,RPS6KA3,0
PPP1CC,CDK1,0.312
PPP1CC,HDAC1,0.7
PPP1CC,PPP2CA,0.162
PPP2CA,MAPK1,0.534
PPP2CA,RPS6KB1,0.319
PPP2CA,CDC25B,0.208
PPP2CA,MDM2,0.161
PPP2CA,MAPK3,0.554
PPP2CA,PRKCG,0.113
PPP2CA,CDK2,0.545
PPP2CA,PAK1,0.282
PPP2CA,WNT3A,0
PPP2CA,BRAF,0.424
PPP2CA,LRRK2,0.428
PPP2CA,MAP2K1,0.168
PPP2CA,CDC25A,0.208
PPP2CA,INSR,0.117
PPP2CA,PRKCB,0.113
PPP2CA,PRKDC,0.317
PPP2CA,AURKB,0.379
PPP2CA,CXCR2,0.226
PPP2CA,CDC25C,0.208
PPP2CA,GSK3B,0.365
PPP2CA,LCK,0.117
PPP2CA,PTPN11,0
PPP2CA,PPP1CC,0.162
PPP2CA,JAK1,0.117
PPP2CA,MTOR,0.153
PPP2CA,JUN,0.129
PPP2CA,PIM1,0.367
PPP2CA,SRC,0.117
PPP2CA,PRKCZ,0.25
PPP2CA,PRKCD,0.35
PPP2CA,CDK1,0.149
PPP2CA,CHEK1,0.101
PPP2CA,PRKCA,0.113
PPP2CA,IKBKB,0.526
PRKCA,MAPK1,0.275
PRKCA,GSK3A,0.474
PRKCA,RPS6KB1,0
PRKCA,MAPK3,0.369
PRKCA,PRKCQ,0
PRKCA,IL1B,0
PRKCA,PRKCG,0.489
PRKCA,PIK3CA,0.105
PRKCA,PPARG,0.27
PRKCA,KIT,0.213
PRKCA,BRAF,0.285
PRKCA,ADCY1,0
PRKCA,MMP3,0
PRKCA,PRKCB,0.179
PRKCA,PRKCE,0.48
PRKCA,TERT,0.213
PRKCA,ADAM17,0
PRKCA,CASP3,0
PRKCA,GSK3B,0.285
PRKCA,PRKCH,0.179
PRKCA,HDAC6,0.486
PRKCA,PDPK1,0
PRKCA,RET,0
PRKCA,MTOR,0.27
PRKCA,PTGS2,0
PRKCA,JUN,0
PRKCA,SRC,0.229
PRKCA,PRKCZ,0.385
PRKCA,PRKCD,0
PRKCA,TRPV4,0
PRKCA,PFKFB3,0.542
PRKCA,PPP2CA,0.113
PRKCA,IKBKB,0.285
PRKCB,MAPK1,0.213
PRKCB,GSK3A,0.474
PRKCB,RPS6KB1,0
PRKCB,MAPK3,0.213
PRKCB,PRKCQ,0
PRKCB,PRKCG,0
PRKCB,BRAF,0.061
PRKCB,ADCY1,0
PRKCB,INSR,0.061
PRKCB,AR,0.27
PRKCB,PRKCH,0
PRKCB,PRKCE,0
PRKCB,PFKFB3,0.542
PRKCB,PPP2CA,0.113
PRKCB,GSK3B,0.608
PRKCB,PIK3CG,0.27
PRKCB,TRPV4,0
PRKCB,PRKCA,0.179
PRKCB,CASP3,0
PRKCB,PRKCD,0.274
PRKCB,MTOR,0
PRKCB,ADAM17,0
PRKCB,JAK1,0.061
PRKCB,JAK3,0.061
PRKCB,PRKCZ,0.061
PRKCB,LCK,0.061
PRKCB,MAPK8,0
PRKCB,SRC,0.061
PRKCB,PDPK1,0.27
PRKCB,IKBKB,0.688
PRKCD,MAPK1,0.383
PRKCD,GSK3A,0.505
PRKCD,MAPK3,0.383
PRKCD,PRKCQ,0.274
PRKCD,IL1B,0
PRKCD,PRKCG,0
PRKCD,PIK3CA,0.303
PRKCD,SORD,0
PRKCD,IGF1R,0.275
PRKCD,BRAF,0.117
PRKCD,PIK3CB,0.353
PRKCD,ADCY1,0
PRKCD,MAP2K1,0.21
PRKCD,BCL2L1,0
PRKCD,INSR,0.526
PRKCD,PRKCB,0.274
PRKCD,PRKCE,0
PRKCD,CASP3,0
PRKCD,PRKDC,0.525
PRKCD,LCK,0.275
PRKCD,JAK1,0.117
PRKCD,PDPK1,0.616
PRKCD,CASP8,0
PRKCD,MAPK10,0.171
PRKCD,MTOR,0.423
PRKCD,PTGS2,0.062
PRKCD,JUN,0
PRKCD,PTPN1,0.058
PRKCD,SRC,0.504
PRKCD,SYK,0.117
PRKCD,PIK3CD,0.151
PRKCD,PRKCZ,0.275
PRKCD,JAK2,0.117
PRKCD,IKBKB,0.327
PRKCD,VAV1,0
PRKCD,PPP2CA,0.35
PRKCD,TRPV4,0
PRKCD,PRKCA,0
PRKCD,MAPK9,0.171
PRKCD,MAPK8,0.171
PRKCE,MAPK1,0.428
PRKCE,MAPK3,0.383
PRKCE,PRKCQ,0
PRKCE,PRKCG,0
PRKCE,PPARG,0.056
PRKCE,BRAF,0.526
PRKCE,PIK3CB,0.353
PRKCE,ADCY1,0
PRKCE,INSR,0.117
PRKCE,PRKCB,0
PRKCE,TYK2,0.327
PRKCE,MTOR,0.242
PRKCE,HSP90AB1,0.486
PRKCE,PRKCA,0.48
PRKCE,PRKCD,0
PRKCE,TRPV4,0
PRKCE,PPP1CC,0.147
PRKCE,MAPK9,0.171
PRKCE,MAPK10,0.171
PRKCE,MAPK8,0.171
PRKCE,CDK1,0.073
PRKCE,JAK1,0.117
PRKCE,JAK3,0.117
PRKCE,LCK,0.117
PRKCE,IKBKB,0.327
PRKCE,SRC,0.477
PRKCE,PDPK1,0.616
PRKCG,MAPK1,0.213
PRKCG,GSK3A,0.474
PRKCG,MAPK3,0.213
PRKCG,PRKCQ,0
PRKCG,PRKCH,0
PRKCG,PRKCD,0
PRKCG,PFKFB3,0.542
PRKCG,PRKCE,0
PRKCG,PPP2CA,0.113
PRKCG,ADCY1,0
PRKCG,TRPV4,0
PRKCG,PRKCB,0
PRKCG,BRAF,0.061
PRKCG,MTOR,0
PRKCG,CASP3,0
PRKCG,PRKCA,0.489
PRKCG,SRC,0.061
PRKCH,MAPK1,0.249
PRKCH,MAPK3,0.249
PRKCH,PRKCG,0
PRKCH,BRAF,0.117
PRKCH,PRKCB,0
PRKCH,PRKCA,0.179
PRKCH,TRPV4,0
PRKCH,SRC,0.354
PRKCQ,MAPK1,0.249
PRKCQ,MAPK3,0.249
PRKCQ,ITK,0.117
PRKCQ,JUN,0
PRKCQ,MTOR,0.242
PRKCQ,PRKCG,0
PRKCQ,PRKCA,0
PRKCQ,BRAF,0.117
PRKCQ,TRPV4,0
PRKCQ,PRKCE,0
PRKCQ,PRKCB,0
PRKCQ,MAPK10,0.171
PRKCQ,MAPK9,0.171
PRKCQ,PRKCD,0.274
PRKCQ,PTPN11,0.058
PRKCQ,MAPK8,0.171
PRKCQ,SRC,0.117
PRKCQ,PIK3CA,0.151
PRKCQ,CASP3,0.213
PRKCQ,STK39,0.213
PRKCQ,PDPK1,0.479
PRKCQ,LCK,0.706
PRKCQ,VAV1,0.27
PRKCQ,IKBKB,0.848
PRKCZ,MAPK1,0.3
PRKCZ,CREBBP,0.182
PRKCZ,MAPK3,0.3
PRKCZ,PIK3CA,0.104
PRKCZ,PAK1,0.296
PRKCZ,PIK3CB,0.104
PRKCZ,MAP2K1,0.325
PRKCZ,INSR,0
PRKCZ,PRKCB,0.061
PRKCZ,CASP3,0.231
PRKCZ,GSK3B,0.653
PRKCZ,LCK,0.056
PRKCZ,PTPN11,0.078
PRKCZ,JAK1,0.292
PRKCZ,PDPK1,0.791
PRKCZ,CASP8,0.231
PRKCZ,PIK3CG,0.104
PRKCZ,MAPK10,0.101
PRKCZ,MTOR,0.161
PRKCZ,JUN,0.057
PRKCZ,SRC,0.281
PRKCZ,PIK3CD,0.104
PRKCZ,PPP2CA,0.25
PRKCZ,JAK3,0.108
PRKCZ,MAPK9,0.101
PRKCZ,NTRK1,0
PRKCZ,MAPK8,0.101
PRKCZ,PRKCD,0.275
PRKCZ,IKBKB,0.213
PRKCZ,PRKCA,0.385
PRKDC,RPS6KB1,0.23
PRKDC,MDM2,0
PRKDC,CDK2,0.112
PRKDC,ERBB2,0.12
PRKDC,LRRK2,0.712
PRKDC,BCL2L1,0.123
PRKDC,CDC25A,0.225
PRKDC,FASN,0.345
PRKDC,TERT,0.116
PRKDC,CASP3,0.496
PRKDC,GSK3B,0.317
PRKDC,PPP2CA,0.317
PRKDC,IKBKB,0.317
PRKDC,CDC25C,0.17
PRKDC,AURKB,0.314
PRKDC,MAPK9,0.498
PRKDC,CDK1,0.091
PRKDC,JUN,0.365
PRKDC,MTOR,0.457
PRKDC,AR,0.496
PRKDC,CDK9,0.482
PRKDC,PRKCD,0.525
PRKDC,CHEK1,0.736
PRKDC,PARP1,0.498
PRPF4,SF3B3,0.938
PRPF4,IMPDH1,0
PSMB1,MMP1,0.062
PSMB1,PDE10A,0
PSMB1,CDC25A,0
PSMB1,MAP3K14,0
PSMB1,PSMB8,0.993
PSMB1,PSMB5,0.994
PSMB1,PSMB2,0.997
PSMB2,PSMB1,0.997
PSMB2,CDC25A,0
PSMB2,PSMB5,0.994
PSMB2,MAP3K14,0
PSMB2,PSMB8,0.994
PSMB5,PSMB1,0.994
PSMB5,CDC25A,0
PSMB5,MAP3K14,0
PSMB5,PSMB8,0.708
PSMB5,PSMB2,0.994
PSMB8,PSMB1,0.993
PSMB8,CDC25A,0
PSMB8,PSMB5,0.708
PSMB8,PSMB2,0.994
PSMB8,MAP3K14,0
PTGES,IL1B,0
PTGES,PPARG,0
PTGES,NOS2,0
PTGES,PLA2G2A,0
PTGES,ALOX5,0
PTGES,TBXAS1,0
PTGES,PTGS2,0
PTGS2,MAPK1,0.176
PTGS2,ATP12A,0
PTGS2,MAPK14,0.065
PTGS2,NR3C1,0.056
PTGS2,MKNK2,0
PTGS2,MDM2,0.176
PTGS2,MMP7,0
PTGS2,MAPK3,0.334
PTGS2,IL1B,0
PTGS2,PIK3CA,0.058
PTGS2,CDK2,0
PTGS2,IGF1R,0.148
PTGS2,ERBB2,0.27
PTGS2,REN,0
PTGS2,PPARG,0.056
PTGS2,LRRK2,0.297
PTGS2,MMP3,0
PTGS2,MAP2K1,0
PTGS2,BCL2L1,0
PTGS2,EIF2AK3,0
PTGS2,PPARD,0.056
PTGS2,CASP3,0
PTGS2,CXCR2,0.056
PTGS2,MMP1,0
PTGS2,OXTR,0.056
PTGS2,GSK3B,0.077
PTGS2,PGR,0.056
PTGS2,NOS2,0.182
PTGS2,PTGES,0
PTGS2,CASP8,0
PTGS2,TLR9,0
PTGS2,MTOR,0.058
PTGS2,PRKCD,0.062
PTGS2,PRKCA,0
PTGS2,AR,0.056
PTGS2,ABCB1,0
PTGS2,HDAC1,0.27
PTGS2,JAK2,0.077
PTGS2,MAPK8,0
PTGS2,CASP1,0
PTGS2,CYP19A1,0
PTGS2,IKBKB,0.077
PTGS2,SRC,0.219
PTGS2,JUN,0
PTGS2,PLA2G2A,0
PTGS2,TBXAS1,0
PTGS2,ALOX5,0
PTPN1,MAPK1,0.382
PTPN1,MAPK14,0.247
PTPN1,CDC25B,0.213
PTPN1,PDGFRB,0.68
PTPN1,MAPK3,0.247
PTPN1,IL1B,0.27
PTPN1,PIK3CA,0.132
PTPN1,IGF1R,0.957
PTPN1,ERBB2,0.15
PTPN1,CSF1R,0.06
PTPN1,PPARG,0.069
PTPN1,LRRK2,0.432
PTPN1,MAP2K1,0.225
PTPN1,CDC25A,0.213
PTPN1,INSR,0.985
PTPN1,EIF2AK3,0.117
PTPN1,GSK3B,0.298
PTPN1,PTPN11,0.139
PTPN1,JAK1,0.148
PTPN1,DPP4,0
PTPN1,JUN,0.129
PTPN1,IKBKB,0.078
PTPN1,JAK3,0.152
PTPN1,PRKCD,0.058
PTPN1,CDK1,0.3
PTPN1,NTRK1,0.324
PTPN1,ERN1,0.078
PTPN1,TYK2,0.298
PTPN1,JAK2,0.856
PTPN1,SRC,0.875
PTPN11,MAPK1,0.349
PTPN11,RPS6KB1,0
PTPN11,MAPK14,0.384
PTPN11,FLT3,0.424
PTPN11,PDGFRB,0.899
PTPN11,FLT4,0.295
PTPN11,MAPK3,0.784
PTPN11,PRKCQ,0.058
PTPN11,PIK3CA,0.683
PTPN11,IGF1R,0.712
PTPN11,ERBB2,0.939
PTPN11,CSF1R,0.06
PTPN11,KIT,0.631
PTPN11,BRAF,0.171
PTPN11,PIK3CB,0.066
PTPN11,LRRK2,0.432
PTPN11,AXL,0.243
PTPN11,MAP2K1,0.429
PTPN11,BCL2L1,0
PTPN11,INSR,0.866
PTPN11,FASN,0.497
PTPN11,EIF2AK3,0
PTPN11,TERT,0
PTPN11,GSK3B,0.299
PTPN11,LCK,0.243
PTPN11,MTOR,0.066
PTPN11,JUN,0
PTPN11,PIK3CG,0.476
PTPN11,ROS1,0.295
PTPN11,ALK,0.164
PTPN11,PIK3CD,0.066
PTPN11,PTPN1,0.139
PTPN11,PPP2CA,0
PTPN11,PRKCZ,0.078
PTPN11,TYK2,0.298
PTPN11,SYK,0.078
PTPN11,VAV1,0.057
PTPN11,JAK3,0.183
PTPN11,RET,0.228
PTPN11,NTRK1,0.378
PTPN11,SRC,0.747
PTPN11,JAK1,0.799
PTPN11,IL6ST,0.878
PTPN11,JAK2,0.8
PYGL,PYGM,0.664
PYGL,ADORA2B,0
PYGL,GYS1,0.104
PYGM,OXSR1,0
PYGM,PFKFB3,0
PYGM,ATP2A1,0
PYGM,GYS1,0.154
PYGM,PYGL,0.664
REN,ATP12A,0
REN,NR3C1,0.056
REN,MAPK3,0.057
REN,IL1B,0
REN,SLC5A4,0
REN,SLC5A1,0
REN,ADORA2A,0
REN,MMP3,0
REN,ADORA3,0
REN,ADORA2B,0
REN,KCNK3,0
REN,MTOR,0.078
REN,HSD11B1,0.096
REN,SRC,0.077
REN,F2,0
REN,JUN,0
REN,ADORA1,0
REN,LRRK2,0.102
REN,CASP3,0.058
REN,ADRB2,0
REN,ADAM17,0
REN,STK39,0
REN,ADRB1,0
REN,DPP4,0
REN,KCNJ1,0
REN,EDNRA,0
REN,PPARG,0.056
REN,HSD11B2,0
REN,PTGS2,0
REN,SLC5A2,0
REN,NR3C2,0.056
RET,MAPK1,0.616
RET,CDKN1B,0
RET,FLT4,0.391
RET,MAPK3,0.616
RET,PIK3CA,0.097
RET,ERBB2,0.277
RET,PPARG,0.057
RET,KIT,0.213
RET,PIK3CB,0.097
RET,MERTK,0.394
RET,AXL,0.389
RET,TERT,0
RET,CASP3,0.27
RET,PTPN11,0.228
RET,JUN,0.151
RET,ROS1,0.259
RET,MTOR,0.097
RET,NTRK1,0.392
RET,ALK,0.391
RET,PIK3CD,0.097
RET,PRKCA,0
RET,MAPK8,0.297
RET,SRC,0.436
ROS1,PIK3CA,0.104
ROS1,ERBB2,0.307
ROS1,KIT,0.259
ROS1,PTPN11,0.295
ROS1,RET,0.259
RPS6KA3,MAPK1,0.899
RPS6KA3,GSK3A,0.333
RPS6KA3,MAPK14,0.372
RPS6KA3,CREBBP,0.345
RPS6KA3,MAPK3,0.86
RPS6KA3,PIK3CA,0.058
RPS6KA3,MAP2K1,0.245
RPS6KA3,GSK3B,0.333
RPS6KA3,PPP1CC,0
RPS6KA3,PDPK1,0.726
RPS6KA3,MTOR,0.092
RPS6KA3,JUN,0
RPS6KA3,SRC,0.33
RPS6KA3,RPS6KA5,0
RPS6KA5,MAPK1,0.319
RPS6KA5,GSK3A,0.376
RPS6KA5,MAPK14,0.777
RPS6KA5,NR3C1,0.281
RPS6KA5,CREBBP,0.282
RPS6KA5,MAPK3,0.175
RPS6KA5,GSK3B,0.376
RPS6KA5,PGR,0.056
RPS6KA5,MAPK11,0.319
RPS6KA5,JUN,0
RPS6KA5,RPS6KA3,0
RPS6KB1,MAPK1,0.309
RPS6KB1,HDAC1,0.151
RPS6KB1,HSP90AB1,0.247
RPS6KB1,AR,0.068
RPS6KB1,FASN,0
RPS6KB1,MAPK9,0.213
RPS6KB1,PAK1,0.282
RPS6KB1,PTPN11,0
RPS6KB1,CASP7,0.132
RPS6KB1,IL1B,0
RPS6KB1,CDK1,0.304
RPS6KB1,SIRT2,0.105
RPS6KB1,CASP8,0.064
RPS6KB1,CDKN1B,0
RPS6KB1,PRKDC,0.23
RPS6KB1,PPARG,0.068
RPS6KB1,SRC,0.308
RPS6KB1,PIK3CD,0.213
RPS6KB1,PIK3CG,0.213
RPS6KB1,MAPK8,0.492
RPS6KB1,PIK3CB,0.213
RPS6KB1,CASP3,0.064
RPS6KB1,BCL2L1,0
RPS6KB1,PDK1,0.686
RPS6KB1,MDM2,0.345
RPS6KB1,PRKCB,0
RPS6KB1,PRKCA,0
RPS6KB1,JUN,0
RPS6KB1,KIT,0.152
RPS6KB1,INSR,0.119
RPS6KB1,GSK3B,0.091
RPS6KB1,IGF1R,0.119
RPS6KB1,TERT,0.297
RPS6KB1,MAPK3,0.309
RPS6KB1,PDCD4,0
RPS6KB1,PPP2CA,0.319
RPS6KB1,PDPK1,0.78
RPS6KB1,PIK3CA,0.354
RPS6KB1,MTOR,0.992
SCN9A,P2RX3,0
SCN9A,KCNA3,0.165
SCN9A,NTRK1,0.069
SCN9A,TRPV4,0
SERPINA6,CDKN1B,0
SERPINA6,NR3C1,0.058
SERPINA6,F2,0.12
SERPINA6,HSD11B2,0
SERPINA6,PGR,0.058
SERPINA6,NR3C2,0.058
SERPINA6,HSD11B1,0
SF3B3,TRAP1,0.856
SF3B3,LRRK2,0.578
SF3B3,IARS,0
SF3B3,HSP90AB1,0.588
SF3B3,PRPF4,0.938
SIRT2,RPS6KB1,0.105
SIRT2,IL1B,0
SIRT2,JUN,0.058
SIRT2,BRD4,0.139
SIRT2,PER2,0.077
SIRT2,CASP3,0
SIRT2,CREBBP,0.139
SIRT2,MDM2,0.27
SIRT2,PPARG,0.078
SIRT2,CDK2,0.297
SIRT2,MTOR,0.076
SIRT2,PARP1,0
SIRT2,HDAC2,0.183
SIRT2,HDAC1,0.183
SIRT2,HDAC6,0.562
SLC5A1,REN,0
SLC5A1,DPP4,0
SLC5A2,MAPK14,0.063
SLC5A2,REN,0
SLC5A2,PPARG,0
SLC5A2,NR3C2,0
SLC5A2,DPP4,0
SLC5A4,NR3C2,0
SLC5A4,PPARG,0
SLC5A4,REN,0
SLC5A4,DPP4,0
SORD,PRKCD,0
SRC,MAPK1,0.351
SRC,RPS6KB1,0.308
SRC,CDKN1B,0.283
SRC,MAPK14,0.148
SRC,NR3C1,0.077
SRC,FLT3,0.331
SRC,MDM2,0.281
SRC,MMP7,0
SRC,PDGFRB,0.885
SRC,FLT4,0.154
SRC,CREBBP,0.528
SRC,MAPK3,0.538
SRC,PRKCQ,0.117
SRC,IL1B,0.056
SRC,PRKCG,0.061
SRC,TYRO3,0.27
SRC,PIK3CA,0.104
SRC,IGF1R,0.47
SRC,ERBB2,0.897
SRC,REN,0.077
SRC,PAK1,0.076
SRC,WNT3A,0.123
SRC,CSF1R,0.767
SRC,PPARG,0.077
SRC,KIT,0.434
SRC,BRAF,0.427
SRC,PIK3CB,0.104
SRC,MMP3,0
SRC,AXL,0.494
SRC,MAP2K1,0.317
SRC,BCL2L1,0
SRC,CDC25A,0.336
SRC,INSR,0.302
SRC,PRKCB,0.061
SRC,ADRB2,0.494
SRC,PRKCE,0.477
SRC,F2,0.056
SRC,TERT,0.213
SRC,ADAM17,0.27
SRC,CASP3,0.063
SRC,EDNRA,0.324
SRC,CXCR2,0.056
SRC,MMP1,0
SRC,GSK3B,0.077
SRC,PGR,0.749
SRC,NOS2,0.242
SRC,PRKCH,0.354
SRC,MAPK11,0.148
SRC,NR1I2,0.242
SRC,LCK,0
SRC,PTPN11,0.747
SRC,ADRB3,0.281
SRC,PDPK1,0.298
SRC,PDE4D,0.297
SRC,RET,0.436
SRC,ITGAL,0.075
SRC,EPHB4,0.069
SRC,CASP8,0.497
SRC,PIK3CG,0.104
SRC,MAPK10,0.143
SRC,DPP4,0
SRC,TLR9,0.306
SRC,MTOR,0.104
SRC,PARP1,0.082
SRC,PTGS2,0.219
SRC,JUN,0.057
SRC,HSP90AB1,0.488
SRC,PTPN1,0.875
SRC,HDAC1,0.078
SRC,ABCB1,0.06
SRC,RPS6KA3,0.33
SRC,ALK,0.316
SRC,CYP19A1,0.056
SRC,NMT1,0.263
SRC,VAV1,0.056
SRC,MAPK9,0.143
SRC,IKBKB,0.836
SRC,PIK3CD,0.104
SRC,ITK,0.27
SRC,PPP2CA,0.117
SRC,MAPK8,0.143
SRC,PRKCA,0.229
SRC,TRPV4,0.281
SRC,CDK1,0.285
SRC,JAK2,0.345
SRC,PRKCZ,0.281
SRC,PRKCD,0.504
SRC,SYK,0.675
SRC,AR,0.839
STK38,PAK1,0.249
STK38,LCK,0.151
STK38,MTOR,0.345
STK38,LRRK2,0.213
STK38,MAP3K1,0.599
STK39,MAPK14,0.576
STK39,PRKCQ,0.213
STK39,REN,0
STK39,F10,0
STK39,KCNJ1,0
SYK,MAPK14,0.148
SYK,FLT3,0.428
SYK,MAPK3,0.3
SYK,IL1B,0.056
SYK,PIK3CA,0.104
SYK,ERBB2,0.447
SYK,CSF1R,0.122
SYK,PPARG,0.077
SYK,PIK3CB,0.104
SYK,BCL2L1,0
SYK,MAPK11,0.148
SYK,LCK,0.787
SYK,PTPN11,0.078
SYK,JAK1,0.213
SYK,ITGAL,0.109
SYK,CASP8,0.063
SYK,PIK3CG,0.317
SYK,TLR9,0.306
SYK,MTOR,0.104
SYK,JUN,0.057
SYK,HDAC1,0.298
SYK,SRC,0.675
SYK,ALOX5,0
SYK,PRKCD,0.117
SYK,CASP1,0.339
SYK,PIK3CD,0.104
SYK,JAK3,0
SYK,ITK,0
SYK,VAV1,0.969
TBXAS1,PTGES,0
TBXAS1,PTGS2,0
TBXAS1,ALOX5,0
TBXAS1,CYP19A1,0.139
TBXAS1,PLA2G2A,0
TERT,MAPK1,0
TERT,RPS6KB1,0.297
TERT,CDKN1B,0
TERT,MDM2,0.486
TERT,MAPK3,0
TERT,PIK3CA,0.116
TERT,CDK2,0
TERT,ERBB2,0
TERT,PPARG,0
TERT,KIT,0
TERT,BRAF,0.132
TERT,BCL2L1,0
TERT,CASP8,0
TERT,PRKDC,0.116
TERT,PARP1,0
TERT,CDK1,0
TERT,CASP3,0
TERT,PTPN11,0
TERT,SRC,0.213
TERT,ALK,0
TERT,PCSK7,0.53
TERT,RET,0
TERT,HSP90AB1,0.11
TERT,CHEK1,0.115
TERT,PRKCA,0.213
TERT,HDAC1,0
TERT,MTOR,0.33
TK1,AURKA,0
TK1,CDK2,0
TK1,CDC25C,0
TK1,CDC25A,0
TK1,AURKB,0
TK1,CDK1,0.213
TLR9,MAPK14,0.058
TLR9,FLT3,0.09
TLR9,MAPK3,0.058
TLR9,IL1B,0
TLR9,CSF1R,0.09
TLR9,CASP3,0.07
TLR9,CXCR2,0
TLR9,NOS2,0
TLR9,P2RX7,0
TLR9,JAK1,0.089
TLR9,CASP8,0.07
TLR9,PTGS2,0
TLR9,TYK2,0.089
TLR9,JUN,0
TLR9,IKBKB,0.089
TLR9,SRC,0.306
TLR9,CASP1,0.07
TLR9,SYK,0.306
TNKS2,MAPK1,0.34
TNKS2,PARP1,0
TRAP1,MAPK1,0.373
TRAP1,CDK1,0.377
TRAP1,MAPK3,0.373
TRAP1,CREBBP,0.061
TRAP1,LRRK2,0.428
TRAP1,SF3B3,0.856
TRPV4,MAPK3,0
TRPV4,PRKCQ,0
TRPV4,P2RX3,0
TRPV4,PRKCG,0
TRPV4,F2RL1,0
TRPV4,PRKCB,0
TRPV4,PRKCE,0
TRPV4,GSTM1,0
TRPV4,PRKCH,0
TRPV4,SRC,0.281
TRPV4,PRKCD,0
TRPV4,SCN9A,0
TRPV4,PRKCA,0
TYK2,MAPK1,0.148
TYK2,PDGFRB,0.279
TYK2,MAPK3,0.148
TYK2,IL1B,0.056
TYK2,PIK3CA,0.104
TYK2,BRAF,0.352
TYK2,PIK3CB,0.104
TYK2,MAP2K1,0.178
TYK2,BCL2L1,0.105
TYK2,PRKCE,0.327
TYK2,NOS2,0.077
TYK2,LCK,0
TYK2,PTPN11,0.298
TYK2,JAK1,0.462
TYK2,TLR9,0.089
TYK2,PTPN1,0.298
TYK2,PIK3CD,0.104
TYK2,IL6ST,0.281
TYK2,JAK2,0.27
TYK2,JAK3,0.27
TYK2,VAV1,0.281
TYRO3,IL1B,0.056
TYRO3,SRC,0.27
VAV1,MAPK1,0.494
VAV1,GSK3A,0.056
VAV1,FLT3,0.152
VAV1,PDGFRB,0.556
VAV1,MAPK3,0.056
VAV1,PRKCQ,0.27
VAV1,PIK3CA,0
VAV1,ERBB2,0.594
VAV1,PAK1,0
VAV1,CSF1R,0.152
VAV1,KIT,0.152
VAV1,PIK3CB,0
VAV1,MAP2K1,0.27
VAV1,LCK,0.47
VAV1,PTPN11,0.057
